   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      151    0.000    0.000    0.000    0.000 functions.py:230(_unlit_non_poison)
       72    0.000    0.000    0.000    0.000 values.py:1090(__str__)
      920    0.000    0.000    0.000    0.000 event.py:66(_guard_kind)
        1    0.000    0.000    0.000    0.000 compiler.py:404(__init__)
        2    0.000    0.000    0.000    0.000 rangeobj.py:28(range1_impl)
       16    0.000    0.000    0.000    0.000 cgutils.py:656(pack_array)
        2    0.000    0.000    0.000    0.000 callconv.py:400(return_user_exc)
        8    0.000    0.000    0.000    0.000 base.py:1079(add_dynamic_addr)
     1619    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      108    0.000    0.000    0.000    0.000 base.py:482(get_value_type)
       26    0.000    0.000    0.000    0.000 values.py:940(<listcomp>)
       59    0.000    0.000    0.000    0.000 builder.py:31(wrapped)
     3871    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       51    0.000    0.000    0.000    0.000 instructions.py:181(descr)
     2556    0.000    0.000    0.000    0.000 _utils.py:13(is_used)
      128    0.000    0.000    0.000    0.000 ffi.py:285(close)
      117    0.000    0.000    0.000    0.000 analysis.py:66(fix_point_progress)
       52    0.000    0.000    0.000    0.000 event.py:422(trigger_event)
        4    0.000    0.000    0.000    0.000 typeinfer.py:715(__call__)
      300    0.000    0.000    0.000    0.000 controlflow.py:101(add_edge)
      132    0.000    0.000    0.000    0.000 values.py:507(__hash__)
        1    0.000    0.000    0.000    0.000 codegen.py:773(_verify_declare_only_symbols)
       10    0.000    0.000    0.000    0.000 instructions.py:191(set_weights)
        9    0.000    0.000    0.000    0.000 analysis.py:190(compute_live_variables)
     3543    0.000    0.000    0.000    0.000 pprint.py:95(__lt__)
      100    0.000    0.000    0.000    0.000 types.py:423(wrap_constant_value)
       14    0.000    0.000    0.000    0.000 __init__.py:108(import_module)
  268/243    0.000    0.000    0.000    0.000 misc.py:52(unliteral)
       49    0.000    0.000    0.000    0.000 interpreter.py:1394(_iter_inst)
        3    0.000    0.000    0.000    0.000 typeof.py:91(_typeof_type)
      296    0.000    0.000    0.000    0.000 arrayprint.py:963(<genexpr>)
       47    0.000    0.000    0.000    0.000 instructions.py:491(__init__)
      129    0.000    0.000    0.000    0.000 context.py:517(can_convert)
      337    0.000    0.000    0.000    0.000 target_extension.py:14(__getitem__)
        1    0.000    0.000    0.000    0.000 codegen.py:1032(scan_defined_symbols)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
       45    0.000    0.000    0.000    0.000 instructions.py:669(__init__)
    70/63    0.000    0.000    0.000    0.000 base.py:692(cast)
       49    0.000    0.000    0.000    0.000 interpreter.py:1662(store)
        4    0.000    0.000    0.000    0.000 pythonapi.py:287(err_set_string)
       53    0.000    0.000    0.000    0.000 typeinfer.py:1092(add_type)
       20    0.000    0.000    0.000    0.000 ir_utils.py:2186(enforce_no_dels)
       92    0.000    0.000    0.000    0.000 builder.py:281(goto_entry_block)
       30    0.000    0.000    0.000    0.000 module.py:240(_next)
      119    0.000    0.000    0.000    0.000 ffi.py:328(__del__)
        1    0.000    0.000    0.000    0.000 codegen.py:767(_finalize_dynamic_globals)
       26    0.000    0.000    0.000    0.000 passmanagers.py:269(initialize)
     2170    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       21    0.000    0.000    0.000    0.000 ffi.py:226(__exit__)
       12    0.000    0.000    0.000    0.000 __init__.py:10(__getattr__)
       36    0.000    0.000    0.000    0.000 pprint.py:235(_pprint_list)
       26    0.000    0.000    0.000    0.000 passmanagers.py:276(finalize)
       42    0.000    0.000    0.000    0.000 ffi.py:216(close)
     1646    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       61    0.000    0.000    0.000    0.000 instructions.py:177(__init__)
      432    0.000    0.000    0.000    0.000 event.py:270(on_end)
       13    0.000    0.000    0.000    0.000 controlflow.py:205(_back_edges)
     1080    0.000    0.000    0.000    0.000 utils.py:475(sublist_iterator)
       95    0.000    0.000    0.000    0.000 {built-in method _ctypes.FormatError}
       35    0.000    0.000    0.000    0.000 builder.py:568(_icmp)
      275    0.000    0.000    0.000    0.000 controlflow.py:381(_dfs)
        1    0.000    0.000    0.000    0.000 callwrapper.py:197(get_env)
      164    0.000    0.000    0.000    0.000 numpy_support.py:339(ufunc_can_cast)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1022(_find_and_load)
       70    0.000    0.000    0.000    0.000 abstract.py:48(_intern)
       24    0.000    0.000    0.000    0.000 typeinfer.py:196(__call__)
       13    0.000    0.000    0.000    0.000 controlflow.py:577(_find_back_edges)
      392    0.000    0.000    0.000    0.000 errors.py:803(new_error_context)
       15    0.000    0.000    0.000    0.000 arraydecl.py:20(get_array_index_type)
       57    0.000    0.000    0.000    0.000 lowering.py:1398(loadvar)
       36    0.000    0.000    0.000    0.000 pprint.py:412(_format_items)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:162(run_pass)
        2    0.000    0.000    0.000    0.000 consts.py:47(_fail)
        1    0.000    0.000    0.000    0.000 codegen.py:1013(scan_unresolved_symbols)
       12    0.000    0.000    0.000    0.000 cgutils.py:145(_get_ptr_by_name)
        8    0.000    0.000    0.000    0.000 targetconfig.py:190(__eq__)
      336    0.000    0.000    0.000    0.000 arrayprint.py:739(_extendLine)
      300    0.000    0.000    0.000    0.000 controlflow.py:366(_add_edge)
        1    0.000    0.000    0.000    0.000 lowering.py:290(setup_function)
        1    0.000    0.000    0.000    0.000 compiler.py:534(define_pipelines)
      250    0.000    0.000    0.000    0.000 lowering.py:341(_disable_sroa_like_opt)
     1430    0.000    0.000    0.000    0.000 controlflow.py:116(successors)
        2    0.000    0.000    0.000    0.000 packer.py:87(as_arguments)
      271    0.000    0.000    0.000    0.000 typeinfer.py:911(__getitem__)
        1    0.000    0.000    0.000    0.000 compiler.py:557(define_nopython_pipeline)
      196    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        7    0.000    0.000    0.000    0.000 callconv.py:155(_get_arg_packer)
     1088    0.000    0.000    0.000    0.000 _utils.py:71(_stringify_metadata)
        1    0.000    0.000    0.000    0.000 base.py:415(declare_function)
       88    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 analysis.py:291(dead_branch_prune)
        7    0.000    0.000    0.000    0.000 base.py:322(get_arg_packer)
      576    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.dragon4_scientific}
        7    0.000    0.000    0.000    0.000 packer.py:73(__init__)
      336    0.000    0.000    0.000    0.000 target_extension.py:120(inherits_from)
       47    0.000    0.000    0.000    0.000 ssa.py:300(on_assign)
       12    0.000    0.000    0.000    0.000 arraydecl.py:166(generic)
       51    0.000    0.000    0.000    0.000 instructions.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1118(unify)
      200    0.000    0.000    0.000    0.000 ir_utils.py:2191(<listcomp>)
        2    0.000    0.000    0.000    0.000 packer.py:97(<listcomp>)
       36    0.000    0.000    0.000    0.000 instructions.py:325(__init__)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:99(remove_unnecessary_nrt_usage)
        2    0.000    0.000    0.000    0.000 models.py:611(as_argument)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:37(_legalize)
        1    0.000    0.000    0.000    0.000 callwrapper.py:66(emit_cleanup)
        2    0.000    0.000    0.000    0.000 models.py:550(_as)
       32    0.000    0.000    0.000    0.000 models.py:708(traverse)
      233    0.000    0.000    0.000    0.000 os.py:747(encodekey)
       61    0.000    0.000    0.000    0.000 values.py:958(append_basic_block)
     2152    0.000    0.000    0.000    0.000 abstract.py:95(key)
       59    0.000    0.000    0.000    0.000 instructions.py:30(descr)
     1389    0.000    0.000    0.000    0.000 controlflow.py:124(predecessors)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
       98    0.000    0.000    0.000    0.000 values.py:1058(_to_list)
        2    0.000    0.000    0.000    0.000 callconv.py:368(set_static_user_exc)
       14    0.000    0.000    0.000    0.000 arrayobj.py:58(make_array)
       25    0.000    0.000    0.000    0.000 builder.py:579(icmp_signed)
        9    0.000    0.000    0.000    0.000 removerefctpass.py:44(valid_output)
      111    0.000    0.000    0.000    0.000 typeconv.py:40(check_compatible)
        2    0.000    0.000    0.000    0.000 base.py:678(pair_first)
       24    0.000    0.000    0.000    0.000 cgutils.py:435(add_global_variable)
      232    0.000    0.000    0.000    0.000 types.py:121(_to_string)
       46    0.000    0.000    0.000    0.000 builder.py:248(append_basic_block)
        2    0.000    0.000    0.000    0.000 base.py:685(pair_second)
      296    0.000    0.000    0.000    0.000 arrayprint.py:960(<genexpr>)
       27    0.000    0.000    0.000    0.000 builder.py:826(branch)
       66    0.000    0.000    0.000    0.000 values.py:452(_to_string)
       45    0.000    0.000    0.000    0.000 instructions.py:687(descr)
        5    0.000    0.000    0.000    0.000 cgutils.py:736(get_item_pointer2)
       98    0.000    0.000    0.000    0.000 functions.py:78(add_error)
     1197    0.000    0.000    0.000    0.000 analysis.py:69(<genexpr>)
       34    0.000    0.000    0.000    0.000 ssa.py:40(get)
       29    0.000    0.000    0.000    0.000 values.py:794(__init__)
       32    0.000    0.000    0.000    0.000 models.py:715(<listcomp>)
        6    0.000    0.000    0.000    0.000 base.py:434(insert_const_string)
       21    0.000    0.000    0.000    0.000 npytypes.py:426(__init__)
      253    0.000    0.000    0.000    0.000 types.py:27(as_pointer)
        1    0.000    0.000    0.000    0.000 funcdesc.py:187(from_specialized_function)
        4    0.000    0.000    0.000    0.000 ir.py:90(get_lines)
     2534    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 funcdesc.py:166(_from_python_function)
        7    0.000    0.000    0.000    0.000 arrayobj.py:143(fix_integer_index)
       26    0.000    0.000    0.000    0.000 typeinfer.py:508(fold_arg_vars)
        1    0.000    0.000    0.000    0.000 byteflow.py:164(_prune_phis)
       12    0.000    0.000    0.000    0.000 context.py:217(_resolve_builtin_function_type)
       24    0.000    0.000    0.000    0.000 builder.py:834(cbranch)
       29    0.000    0.000    0.000    0.000 values.py:806(descr)
        3    0.000    0.000    0.000    0.000 codegen.py:1239(_pass_manager_builder)
        1    0.000    0.000    0.000    0.000 funcdesc.py:38(__init__)
       27    0.000    0.000    0.000    0.000 contextlib.py:533(__exit__)
      453    0.000    0.000    0.000    0.000 models.py:673(get_field_position)
        1    0.000    0.000    0.000    0.000 pythonapi.py:203(emit_environment_sentry)
      432    0.000    0.000    0.000    0.000 event.py:265(on_start)
        4    0.000    0.000    0.000    0.000 typeinfer.py:467(__call__)
        1    0.000    0.000    0.000    0.000 lowering.py:208(extract_function_arguments)
      120    0.000    0.000    0.000    0.000 base.py:371(insert_func_defn)
       36    0.000    0.000    0.000    0.000 instructions.py:341(descr)
        3    0.000    0.000    0.000    0.000 llvm_bindings.py:36(create_pass_manager_builder)
        9    0.000    0.000    0.000    0.000 models.py:135(contains_nrt_meminfo)
        1    0.000    0.000    0.000    0.000 callconv.py:146(decode_arguments)
      338    0.000    0.000    0.000    0.000 registry.py:95(__getitem__)
        2    0.000    0.000    0.000    0.000 base.py:287(mangler)
        2    0.000    0.000    0.000    0.000 funcdesc.py:12(default_mangler)
       55    0.000    0.000    0.000    0.000 values.py:781(__init__)
        2    0.000    0.000    0.000    0.000 itanium_mangler.py:170(mangle)
        3    0.000    0.000    0.000    0.000 callconv.py:493(get_function_type)
        1    0.000    0.000    0.000    0.000 byteflow.py:1513(__init__)
        7    0.000    0.000    0.000    0.000 slicing.py:15(fix_index)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1332(unserialize)
        4    0.000    0.000    0.000    0.000 codegen.py:1199(_create_empty_module)
      864    0.000    0.000    0.000    0.000 event.py:138(is_start)
      156    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
       10    0.000    0.000    0.000    0.000 interpreter.py:1441(_end_current_block)
        1    0.000    0.000    0.000    0.000 typed_passes.py:811(_strip_phi_nodes)
     2296    0.000    0.000    0.000    0.000 pprint.py:92(__init__)
       16    0.000    0.000    0.000    0.000 values.py:70(wrapped)
       28    0.000    0.000    0.000    0.000 ntpath.py:489(normpath)
     2445    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       80    0.000    0.000    0.000    0.000 ir.py:1210(find_exprs)
       61    0.000    0.000    0.000    0.000 values.py:1121(__init__)
        2    0.000    0.000    0.000    0.000 typed_passes.py:582(_get_attr_info)
      322    0.000    0.000    0.000    0.000 templates.py:361(<genexpr>)
     56/8    0.000    0.000    0.000    0.000 arrayprint.py:369(_leading_trailing)
      452    0.000    0.000    0.000    0.000 types.py:240(format_constant)
        1    0.000    0.000    0.000    0.000 codegen.py:1150(create_library)
       77    0.000    0.000    0.000    0.000 typeinfer.py:54(add_type)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:59(run_pass)
        1    0.000    0.000    0.000    0.000 codegen.py:643(__init__)
        9    0.000    0.000    0.000    0.000 models.py:97(traverse_models)
       12    0.000    0.000    0.000    0.000 itanium_mangler.py:107(mangle_identifier)
        1    0.000    0.000    0.000    0.000 bytecode.py:206(__init__)
        8    0.000    0.000    0.000    0.000 scalars.py:78(__init__)
        8    0.000    0.000    0.000    0.000 context.py:8(get_global_context)
      176    0.000    0.000    0.000    0.000 values.py:871(__iter__)
       10    0.000    0.000    0.000    0.000 npytypes.py:449(copy)
       72    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        8    0.000    0.000    0.000    0.000 targetconfig.py:187(__hash__)
      195    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      120    0.000    0.000    0.000    0.000 base.py:375(_insert_getattr_defn)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:245(run_pass)
     1488    0.000    0.000    0.000    0.000 builder.py:195(block)
        1    0.000    0.000    0.000    0.000 codegen.py:1259(_check_llvm_bugs)
       26    0.000    0.000    0.000    0.000 compiler_lock.py:22(__exit__)
        1    0.000    0.000    0.000    0.000 transforms.py:361(with_lifting)
        1    0.000    0.000    0.000    0.000 packer.py:104(from_arguments)
      120    0.000    0.000    0.000    0.000 base.py:383(_insert_cast_defn)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:246(finalize)
      120    0.000    0.000    0.000    0.000 base.py:379(_insert_setattr_defn)
      650    0.000    0.000    0.000    0.000 ir.py:251(__hash__)
        1    0.000    0.000    0.000    0.000 transforms.py:522(find_setupwiths)
      120    0.000    0.000    0.000    0.000 base.py:387(_insert_get_constant_defn)
       39    0.000    0.000    0.000    0.000 instructions.py:127(<listcomp>)
       24    0.000    0.000    0.000    0.000 typeinfer.py:1106(copy_type)
      168    0.000    0.000    0.000    0.000 models.py:684(get_type)
        4    0.000    0.000    0.000    0.000 targets.py:9(get_process_triple)
        9    0.000    0.000    0.000    0.000 containers.py:144(from_types)
       26    0.000    0.000    0.000    0.000 compiler_lock.py:15(release)
        1    0.000    0.000    0.000    0.000 packer.py:109(<listcomp>)
       49    0.000    0.000    0.000    0.000 typeinfer.py:1180(check_var)
       40    0.000    0.000    0.000    0.000 lowering.py:380(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:614(from_argument)
        1    0.000    0.000    0.000    0.000 transforms.py:527(find_ranges)
        1    0.000    0.000    0.000    0.000 models.py:557(_from)
       16    0.000    0.000    0.000    0.000 context.py:415(_load_builtins)
        1    0.000    0.000    0.000    0.000 config.py:523(reload_config)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1371(serialize_object)
        1    0.000    0.000    0.000    0.000 config.py:92(update)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:370(dependency_analysis)
       41    0.000    0.000    0.000    0.000 numpy_support.py:125(as_dtype)
       18    0.000    0.000    0.000    0.000 ir.py:1045(__repr__)
        4    0.000    0.000    0.000    0.000 context.py:317(resolve_static_getitem)
        2    0.000    0.000    0.000    0.000 callconv.py:469(_get_return_status)
        9    0.000    0.000    0.000    0.000 ffi.py:325(__exit__)
       51    0.000    0.000    0.000    0.000 cpu_options.py:112(_get_values)
      401    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
        1    0.000    0.000    0.000    0.000 ssa.py:101(_iterated_domfronts)
        1    0.000    0.000    0.000    0.000 ssa.py:130(_fresh_vars)
     1240    0.000    0.000    0.000    0.000 values.py:554(_get_name)
        2    0.000    0.000    0.000    0.000 controlflow.py:261(backbone)
       67    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
     1267    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       71    0.000    0.000    0.000    0.000 target_extension.py:52(get_local_target)
     1223    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      256    0.000    0.000    0.000    0.000 ir.py:379(__getattr__)
      510    0.000    0.000    0.000    0.000 cpu_options.py:123(<genexpr>)
        1    0.000    0.000    0.000    0.000 decorators.py:189(wrapper)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1345(serialize_uncached)
        1    0.000    0.000    0.000    0.000 controlflow.py:225(_post_doms)
        1    0.000    0.000    0.000    0.000 controlflow.py:556(_find_post_dominators)
      376    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       18    0.000    0.000    0.000    0.000 ir.py:196(short)
       21    0.000    0.000    0.000    0.000 common.py:49(__init__)
        6    0.000    0.000    0.000    0.000 containers.py:202(__unliteral__)
       26    0.000    0.000    0.000    0.000 compiler_lock.py:19(__enter__)
     1282    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 typeinfer.py:1647(typeof_expr)
        2    0.000    0.000    0.000    0.000 typeinfer.py:239(__call__)
       74    0.000    0.000    0.000    0.000 instructions.py:121(descr_arg)
       42    0.000    0.000    0.000    0.000 abstract.py:439(literal_type)
      112    0.000    0.000    0.000    0.000 ir.py:591(<genexpr>)
     1068    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       14    0.000    0.000    0.000    0.000 builder.py:160(wrapped)
        1    0.000    0.000    0.000    0.000 dispatcher.py:807(__init__)
       65    0.000    0.000    0.000    0.000 byteflow.py:1307(make_temp)
        1    0.000    0.000    0.000    0.000 typed_passes.py:447(run_pass)
       12    0.000    0.000    0.000    0.000 itanium_mangler.py:118(<listcomp>)
       12    0.000    0.000    0.000    0.000 npydecl.py:26(_handle_inputs)
       26    0.000    0.000    0.000    0.000 compiler_lock.py:11(acquire)
       14    0.000    0.000    0.000    0.000 ntpath.py:563(abspath)
      269    0.000    0.000    0.000    0.000 types.py:116(__init__)
        5    0.000    0.000    0.000    0.000 typeof.py:241(_typeof_ndarray)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     1394    0.000    0.000    0.000    0.000 targetconfig.py:38(default)
       81    0.000    0.000    0.000    0.000 ntpath.py:150(splitdrive)
        1    0.000    0.000    0.000    0.000 interpreter.py:496(peep_hole_call_function_ex_to_call_function_kw)
     1006    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 compiler.py:615(define_untyped_pipeline)
      192    0.000    0.000    0.000    0.000 values.py:575(function_type)
      336    0.000    0.000    0.000    0.000 utils.py:337(key)
       72    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       61    0.000    0.000    0.000    0.000 builder.py:357(_set_terminator)
        1    0.000    0.000    0.000    0.000 ir_utils.py:2006(raise_on_unsupported_feature)
       51    0.000    0.000    0.000    0.000 cpu_options.py:115(<dictcomp>)
       18    0.000    0.000    0.000    0.000 ntpath.py:240(basename)
        1    0.000    0.000    0.000    0.000 pythonapi.py:262(unpack_tuple)
       10    0.000    0.000    0.000    0.000 interpreter.py:1508(_remove_unused_temporaries)
       46    0.000    0.000    0.000    0.000 builder.py:290(_branch_helper)
        3    0.000    0.000    0.000    0.000 arraydecl.py:176(generic)
      174    0.000    0.000    0.000    0.000 types.py:444(elements)
     1420    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 ssa.py:160(_run_block_analysis)
       59    0.000    0.000    0.000    0.000 interpreter.py:1680(get)
      295    0.000    0.000    0.000    0.000 types.py:558(__eq__)
       63    0.000    0.000    0.000    0.000 ir.py:579(<genexpr>)
      130    0.000    0.000    0.000    0.000 controlflow.py:600(push_state)
        3    0.000    0.000    0.000    0.000 transforms.py:93(populate)
       60    0.000    0.000    0.000    0.000 templates.py:183(signature)
       11    0.000    0.000    0.000    0.000 typed_passes.py:663(select_template)
        4    0.000    0.000    0.000    0.000 models.py:459(as_argument)
        2    0.000    0.000    0.000    0.000 callconv.py:424(check_try_status)
      137    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
      190    0.000    0.000    0.000    0.000 ansitowin32.py:131(get_win32_calls)
        1    0.000    0.000    0.000    0.000 byteflow.py:196(propagate_phi_map)
       96    0.000    0.000    0.000    0.000 builder.py:264(goto_block)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        3    0.000    0.000    0.000    0.000 transforms.py:90(_populate_function_pm)
       49    0.000    0.000    0.000    0.000 bytecode.py:184(next)
       18    0.000    0.000    0.000    0.000 ntpath.py:206(split)
       48    0.000    0.000    0.000    0.000 byteflow.py:1325(append)
      357    0.000    0.000    0.000    0.000 npytypes.py:461(key)
       10    0.000    0.000    0.000    0.000 byteflow.py:1440(get_outgoing_states)
        4    0.000    0.000    0.000    0.000 numbers.py:1224(literal_int_to_number)
       45    0.000    0.000    0.000    0.000 ir.py:1131(get_or_define)
       26    0.000    0.000    0.000    0.000 event.py:436(on_exit)
      156    0.000    0.000    0.000    0.000 context.py:250(_get_attribute_templates)
        1    0.000    0.000    0.000    0.000 tupleobj.py:377(tuple_to_tuple)
       10    0.000    0.000    0.000    0.000 lowering.py:388(pre_block)
        1    0.000    0.000    0.000    0.000 callconv.py:505(decorate_function)
        9    0.000    0.000    0.000    0.000 base.py:454(insert_unique_const)
        2    0.000    0.000    0.000    0.000 pythonapi.py:323(err_set_none)
     1310    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 targetconfig.py:290(get_mangle_string)
       21    0.000    0.000    0.000    0.000 typeof.py:46(typeof_impl)
       78    0.000    0.000    0.000    0.000 values.py:986(<genexpr>)
       56    0.000    0.000    0.000    0.000 ir.py:1102(define)
        5    0.000    0.000    0.000    0.000 base.py:1001(make_array)
       84    0.000    0.000    0.000    0.000 ntpath.py:51(normcase)
      619    0.000    0.000    0.000    0.000 compiler.py:368(__getattr__)
      295    0.000    0.000    0.000    0.000 types.py:231(__eq__)
       28    0.000    0.000    0.000    0.000 itanium_mangler.py:63(_escape_string)
       13    0.000    0.000    0.000    0.000 builder.py:629(select)
      198    0.000    0.000    0.000    0.000 analysis.py:138(<genexpr>)
        8    0.000    0.000    0.000    0.000 templates.py:1025(resolve)
        7    0.000    0.000    0.000    0.000 module.py:215(_get_metadata_lines)
       12    0.000    0.000    0.000    0.000 numpy_support.py:374(<listcomp>)
      190    0.000    0.000    0.000    0.000 ansitowin32.py:61(closed)
        4    0.000    0.000    0.000    0.000 base.py:954(get_python_api)
      966    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
      916    0.000    0.000    0.000    0.000 event.py:108(kind)
       95    0.000    0.000    0.000    0.000 errors.py:243(__exit__)
      233    0.000    0.000    0.000    0.000 os.py:741(check_str)
        1    0.000    0.000    0.000    0.000 controlflow.py:177(dominance_frontier)
        8    0.000    0.000    0.000    0.000 templates.py:1028(_resolve)
       98    0.000    0.000    0.000    0.000 values.py:1025(__init__)
      406    0.000    0.000    0.000    0.000 ffi.py:93(__getattr__)
       30    0.000    0.000    0.000    0.000 re.py:202(sub)
       10    0.000    0.000    0.000    0.000 builder.py:588(icmp_unsigned)
        2    0.000    0.000    0.000    0.000 ir_utils.py:1541(build_definitions)
      789    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        4    0.000    0.000    0.000    0.000 pythonapi.py:167(__init__)
      106    0.000    0.000    0.000    0.000 values.py:498(__eq__)
       10    0.000    0.000    0.000    0.000 builder.py:858(ret)
        9    0.000    0.000    0.000    0.000 models.py:101(<listcomp>)
       10    0.000    0.000    0.000    0.000 array_exprs.py:33(match)
        1    0.000    0.000    0.000    0.000 controlflow.py:233(_df)
        8    0.000    0.000    0.000    0.000 interpreter.py:1995(op_LOAD_FAST)
        1    0.000    0.000    0.000    0.000 controlflow.py:495(_find_dominance_frontier)
        2    0.000    0.000    0.000    0.000 base.py:1019(make_tuple)
    54/44    0.000    0.000    0.000    0.000 ir.py:234(__eq__)
       18    0.000    0.000    0.000    0.000 transforms.py:293(has_multiple_backedges)
        2    0.000    0.000    0.000    0.000 cpu.py:43(create_module)
       59    0.000    0.000    0.000    0.000 instructions.py:34(<listcomp>)
       12    0.000    0.000    0.000    0.000 cgutils.py:208(_getvalue)
      296    0.000    0.000    0.000    0.000 arrayprint.py:964(<genexpr>)
        9    0.000    0.000    0.000    0.000 cgutils.py:957(global_constant)
       24    0.000    0.000    0.000    0.000 typeinfer.py:105(union)
        8    0.000    0.000    0.000    0.000 cgutils.py:1188(create_constant_array)
        2    0.000    0.000    0.000    0.000 itanium_mangler.py:163(mangle_args)
       24    0.000    0.000    0.000    0.000 numpy_support.py:387(choose_types)
        1    0.000    0.000    0.000    0.000 options.py:30(parse_as_flags)
        3    0.000    0.000    0.000    0.000 module.py:145(data_layout)
        8    0.000    0.000    0.000    0.000 pythonapi.py:374(get_c_object)
       55    0.000    0.000    0.000    0.000 _collections_abc.py:909(__iter__)
       13    0.000    0.000    0.000    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 interpreter.py:2318(op_FOR_ITER)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        6    0.000    0.000    0.000    0.000 module.py:189(functions)
  161/155    0.000    0.000    0.000    0.000 types.py:127(__eq__)
        2    0.000    0.000    0.000    0.000 itanium_mangler.py:167(<listcomp>)
        1    0.000    0.000    0.000    0.000 pythonapi.py:857(gil_ensure)
       26    0.000    0.000    0.000    0.000 typeinfer.py:667(_add_refine_map)
       72    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       19    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
       50    0.000    0.000    0.000    0.000 ir.py:1481(get_definition)
     12/2    0.000    0.000    0.000    0.000 itanium_mangler.py:127(mangle_type_or_value)
       87    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.000    0.000 interpreter.py:2342(op_BINARY_SUBSCR)
      432    0.000    0.000    0.000    0.000 event.py:148(is_end)
      318    0.000    0.000    0.000    0.000 instructions.py:658(<listcomp>)
        8    0.000    0.000    0.000    0.000 ir_utils.py:1566(find_callname)
       14    0.000    0.000    0.000    0.000 instructions.py:395(__init__)
  288/108    0.000    0.000    0.000    0.000 packer.py:144(rec)
        8    0.000    0.000    0.000    0.000 arraydecl.py:254(resolve_shape)
       24    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
        2    0.000    0.000    0.000    0.000 pythonapi.py:305(raise_object)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1170(make_none)
      735    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      202    0.000    0.000    0.000    0.000 values.py:860(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:140(run_pass)
       11    0.000    0.000    0.000    0.000 ssa.py:331(on_other)
        9    0.000    0.000    0.000    0.000 models.py:103(traverse_types)
       61    0.000    0.000    0.000    0.000 values.py:1155(_format_name)
