   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      127    0.000    0.000    0.000    0.000 typeinfer.py:121(getone)
        1    0.000    0.000    0.000    0.000 tupleobj.py:389(<listcomp>)
        3    0.000    0.000    0.000    0.000 untyped_passes.py:332(_do_work)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       23    0.000    0.000    0.000    0.000 analysis.py:617(rewrite_tuple_len)
        9    0.000    0.000    0.000    0.000 types.py:431(<listcomp>)
        5    0.000    0.000    0.000    0.000 targetconfig.py:215(inherit_if_not_set)
       28    0.000    0.000    0.000    0.000 cgutils.py:228(_get_be_type)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:103(mangle_abi_tag)
        7    0.000    0.000    0.000    0.000 module.py:7(__init__)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:944(_inline_arraycall)
       44    0.000    0.000    0.000    0.000 builder.py:173(_label_suffix)
       76    0.000    0.000    0.000    0.000 templates.py:269(__init__)
       54    0.000    0.000    0.000    0.000 models.py:48(get_argument_type)
       12    0.000    0.000    0.000    0.000 npydecl.py:100(<listcomp>)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:902(_resolve_name)
        4    0.000    0.000    0.000    0.000 base.py:472(get_data_type)
        3    0.000    0.000    0.000    0.000 typeinfer.py:1734(typeof_call)
        1    0.000    0.000    0.000    0.000 executionengine.py:65(get_global_value_address)
        1    0.000    0.000    0.000    0.000 controlflow.py:724(__ne__)
       12    0.000    0.000    0.000    0.000 npydecl.py:52(<listcomp>)
      117    0.000    0.000    0.000    0.000 ir.py:846(get_targets)
       61    0.000    0.000    0.000    0.000 context.py:59(__len__)
        4    0.000    0.000    0.000    0.000 builtins.py:605(generic)
      140    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
      126    0.000    0.000    0.000    0.000 analysis.py:141(<genexpr>)
       10    0.000    0.000    0.000    0.000 interpreter.py:1698(insert_block)
       48    0.000    0.000    0.000    0.000 index_tricks.py:758(__getitem__)
        2    0.000    0.000    0.000    0.000 executionengine.py:138(_find_module_ptr)
        1    0.000    0.000    0.000    0.000 controlflow.py:713(__eq__)
      108    0.000    0.000    0.000    0.000 misc.py:170(key)
       60    0.000    0.000    0.000    0.000 byteflow.py:1338(push)
      148    0.000    0.000    0.000    0.000 byteflow.py:1229(get_identity)
        1    0.000    0.000    0.000    0.000 executionengine.py:171(_raw_object_cache_notify)
       16    0.000    0.000    0.000    0.000 utils.py:215(__init__)
      216    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       29    0.000    0.000    0.000    0.000 contextlib.py:514(_push_exit_callback)
       70    0.000    0.000    0.000    0.000 abstract.py:92(__init__)
        5    0.000    0.000    0.000    0.000 values.py:601(_get_reference)
       60    0.000    0.000    0.000    0.000 ir.py:31(__init__)
       20    0.000    0.000    0.000    0.000 instructions.py:26(module)
        2    0.000    0.000    0.000    0.000 ir.py:1281(insert_after)
        3    
0.000    0.000    0.000    0.000 callconv.py:98(get_return_type)
       94    0.000    0.000    0.000    0.000 functions.py:262(key)
        6    0.000    0.000    0.000    0.000 ir.py:496(getitem)
      114    0.000    0.000    0.000    0.000 templates.py:46(return_type)
        1    0.000    0.000    0.000    0.000 interpreter.py:2588(op_RETURN_VALUE)
       12    0.000    0.000    0.000    0.000 npydecl.py:76(<listcomp>)
        2    0.000    0.000    0.000    0.000 builder.py:539(not_)
        1    0.000    0.000    0.000    0.000 interpreter.py:1366(_legalize_exception_vars)
       48    0.000    0.000    0.000    0.000 bytecode.py:106(__repr__)
       78    0.000    0.000    0.000    0.000 ir.py:384(__setattr__)
        2    0.000    0.000    0.000    0.000 containers.py:290(__init__)
       12    0.000    0.000    0.000    0.000 npydecl.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:820(real_gt_impl)
      102    0.000    0.000    0.000    0.000 context.py:17(_require_nrt)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       14    0.000    0.000    0.000    0.000 utils.py:455(bit_length)
        1    0.000    0.000    0.000    0.000 decorators.py:26(jit)
      232    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        2    0.000    0.000    0.000    0.000 packer.py:190(unflatten)
        3    0.000    0.000    0.000    0.000 lowering.py:813(<listcomp>)
       25    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 interpreter.py:1388(init_first_block)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1372(get_return_type)
        1    0.000    0.000    0.000    0.000 interpreter.py:2593(op_COMPARE_OP)
        8    0.000    0.000    0.000    0.000 typeinfer.py:82(lock)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1175(borrow_none)
       14    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        6    0.000    0.000    0.000    0.000 containers.py:203(<listcomp>)
       11    0.000    0.000    0.000    0.000 interpreter.py:53(assign)
       16    0.000    0.000    0.000    0.000 __init__.py:509(cast)
        2    0.000    0.000    0.000    0.000 builder.py:550(neg)
        2    0.000    0.000    0.000    0.000 models.py:82(load_from_data_pointer)
        1    0.000    0.000    0.000    0.000 serialize.py:182(reducer_override)
       48    0.000    0.000    0.000    0.000 compiler_machinery.py:385(resolve_requires)
      156    0.000    0.000    0.000    0.000 multiarray.py:498(can_cast)
        8    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       10    0.000    0.000    0.000    0.000 ir_print.py:59(match)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:294(__init__)
        1    0.000    0.000    0.000    0.000 interpreter.py:2493(op_BINARY_MULTIPLY)
       14    0.000    0.000    0.000    0.000 arrayobj.py:70(ArrayStruct)
       30    0.000    0.000    0.000    0.000 typeinfer.py:1113(propagate_refined_type)
       16    0.000    0.000    0.000    0.000 base.py:1194(__getattr__)
        9    0.000    0.000    0.000    0.000 module.py:52(__init__)
        4    0.000    0.000    0.000    0.000 lowering.py:776(<listcomp>)
       76    0.000    0.000    0.000    0.000 enum.py:678(__new__)
      117    0.000    0.000    0.000    0.000 interpreter.py:1614(current_scope)
       10    0.000    0.000    0.000    0.000 byteflow.py:1553(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:586(__call__)
        6    0.000    0.000    0.000    0.000 itanium_mangler.py:74(repl)
        2    0.000    0.000    0.000    0.000 base.py:579(get_getattr)
       69    0.000    0.000    0.000    0.000 context.py:22(__init__)
        4    0.000    0.000    0.000    0.000 builtins.py:95(generic)
       98    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       18    0.000    0.000    0.000    0.000 ir_utils.py:1850(is_operator_or_getitem)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:863(_find_arraycall)
       16    0.000    0.000    0.000    0.000 utils.py:709(get_hashable_key)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:612(reducer_override)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1009(_get_return_vars)
       12    0.000    0.000    0.000    0.000 ir.py:1205(copy)
       58    0.000    0.000    0.000    0.000 ir_utils.py:2333(is_setup_with)
       58    0.000    0.000    0.000    0.000 llvm_pass_timings.py:285(record)
        1    0.000    0.000    0.000    0.000 builder.py:597(fcmp_ordered)
       27    0.000    0.000    0.000    0.000 templates.py:281(get_impl_key)
        3    0.000    0.000    0.000    0.000 lowering.py:784(_cast_var)
        1    0.000    0.000    0.000    0.000 interpreter.py:2362(op_BUILD_TUPLE)
      100    0.000    0.000    0.000    0.000 compiler_machinery.py:41(name)
        2    0.000    0.000    0.000    0.000 byteflow.py:327(op_LOAD_GLOBAL)
        2    0.000    0.000    0.000    0.000 byteflow.py:1060(_binaryop)
       11    0.000    0.000    0.000    0.000 target_extension.py:46(current_target)
        2    0.000    0.000    0.000    0.000 controlflow.py:71(__ne__)
       29    0.000    0.000    0.000    0.000 cgutils.py:876(is_pointer)
       58    0.000    0.000    0.000    0.000 ir_utils.py:2349(is_pop_block)
       48    0.000    0.000    0.000    0.000 bytecode.py:67(__init__)
       32    0.000    0.000    0.000    0.000 targetconfig.py:201(is_set)
        2    0.000    0.000    0.000    0.000 byteflow.py:342(op_LOAD_ATTR)
       16    0.000    0.000    0.000    0.000 base.py:1150(add_linking_libs)
        1    0.000    0.000    0.000    0.000 arrayobj.py:135(store_item)
       76    0.000    0.000    0.000    0.000 functions.py:306(<dictcomp>)
       95    0.000    0.000    0.000    0.000 typeinfer.py:114(defined)
       44    0.000    0.000    0.000    0.000 typeinfer.py:1216(<genexpr>)
       56    0.000    0.000    0.000    0.000 ir.py:259(define)
        4    0.000    0.000    0.000    0.000 pythonapi.py:36(lookup)
        1    0.000    0.000    0.000    0.000 numbers.py:1271(float_to_integer)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 enum.py:980(__or__)
        8    0.000    0.000    0.000    0.000 arrayprint.py:403(_get_formatdict)
       45    0.000    0.000    0.000    0.000 instructions.py:688(<listcomp>)
       69    0.000    0.000    0.000    0.000 context.py:27(astuple)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1656(find_const)
       35    0.000    0.000    0.000    0.000 byteflow.py:1342(pop)
        1    0.000    0.000    0.000    0.000 numbers.py:592(real_mul_impl)
        1    0.000    0.000    0.000    0.000 cgutils.py:450(is_null)
        2    0.000    0.000    0.000    0.000 byteflow.py:1020(op_GET_ITER)
       36    0.000    0.000    0.000    0.000 typeinfer.py:139(append)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
       50    0.000    0.000    0.000    0.000 compiler_machinery.py:139(__init__)
       24    0.000    0.000    0.000    0.000 numpy_support.py:397(<listcomp>)
       15    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
        1    0.000    0.000    0.000    0.000 base.py:485(pack_value)
        6    0.000    0.000    0.000    0.000 listdecl.py:152(generic)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        9    0.000    0.000    0.000    0.000 context.py:13(__init__)
       84    0.000    0.000    0.000    0.000 values.py:946(module)
      113    0.000    0.000    0.000    0.000 debuginfo.py:70(mark_location)
        2    0.000    0.000    0.000    0.000 controlflow.py:63(__eq__)
        4    0.000    0.000    0.000    0.000 event.py:312(install_listener)
       48    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
       40    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
      132    0.000    0.000    0.000    0.000 abstract.py:154(is_precise)
        1    0.000    0.000    0.000    0.000 executionengine.py:189(_raw_object_cache_getbuffer)
        1    0.000    0.000    0.000    0.000 callwrapper.py:129(<listcomp>)
       95    0.000    0.000    0.000    0.000 errors.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 byteflow.py:899(op_BUILD_TUPLE)
       28    0.000    0.000    0.000    0.000 itanium_mangler.py:84(_fix_lead_digit)
       24    0.000    0.000    0.000    0.000 npytypes.py:493(is_precise)
        1    0.000    0.000    0.000    0.000 dispatcher.py:305(finalizer)
        1    0.000    0.000    0.000    0.000 base.py:796(get_struct_type)
       48    0.000    0.000    0.000    0.000 dis.py:422(_unpack_opargs)
        7    0.000    0.000    0.000    0.000 ir.py:143(count_spaces)
        2    0.000    0.000    0.000    0.000 context.py:62(register)
        5    0.000    0.000    0.000    0.000 cgutils.py:460(if_unlikely)
        4    0.000    0.000    0.000    0.000 builtins.py:349(constant_dummy)
       14    0.000    0.000    0.000    0.000 ir.py:960(__repr__)
       14    0.000    0.000    0.000    0.000 targetconfig.py:75(__len__)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:390(_class_reduce)
        6    0.000    0.000    0.000    0.000 lowering.py:717(try_static_impl)
        1    0.000    0.000    0.000    0.000 values.py:484(literal_struct)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1020(seed_argument)
       98    0.000    0.000    0.000    0.000 values.py:1031(align)
       55    0.000    0.000    0.000    0.000 errors.py:331(termcolor)
        1    0.000    0.000    0.000    0.000 decorators.py:184(_jit)
       39    0.000    0.000    0.000    0.000 instructions.py:106(args)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1286(alloca_obj)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       12    0.000    0.000    0.000    0.000 ufunc_db.py:32(get_ufunc_info)
      119    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 bytecode.py:83(get_jump_target)
       56    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       72    0.000    0.000    0.000    0.000 containers.py:40(key)
        2    0.000    0.000    0.000    0.000 byteflow.py:633(op_JUMP_ABSOLUTE)
        1    0.000    0.000    0.000    0.000 controlflow.py:221(_in_loops)
        3    0.000    0.000    0.000    0.000 byteflow.py:1435(split_new_block)
       23    0.000    0.000    0.000    0.000 analysis.py:607(rewrite_array_ndim)
       46    0.000    0.000    0.000    0.000 values.py:950(entry_basic_block)
        1    0.000    0.000    0.000    0.000 controlflow.py:696(_find_in_loops)
        1    0.000    0.000    0.000    0.000 bytecode.py:225(_compute_lineno)
       26    0.000    0.000    0.000    0.000 types.py:170(__init__)
        8    0.000    0.000    0.000    0.000 abstract.py:429(_literal_init)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1421(reflect_native_value)
       19    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
        3    0.000    0.000    0.000    0.000 ir.py:420(call)
        8    0.000    0.000    0.000    0.000 scalars.py:32(__init__)
       13    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       11    0.000    0.000    0.000    0.000 controlflow.py:427(dfs_rec)
       68    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 controlflow.py:78(_non_empty_items)
       50    0.000    0.000    0.000    0.000 compiler_machinery.py:280(debug_print)
        1    0.000    0.000    0.000    0.000 types.py:512(format_constant)
       61    0.000    0.000    0.000    0.000 values.py:1127(is_terminated)
        4    0.000    0.000    0.000    0.000 base.py:803(get_dummy_value)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
       27    0.000    0.000    0.000    0.000 contextlib.py:452(__init__)
       98    0.000    0.000    0.000    0.000 values.py:1049(dereferenceable_or_null)
       78    0.000    0.000    0.000    0.000 instructions.py:98(callee)
       14    0.000    0.000    0.000    0.000 models.py:456(get_argument_type)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:175(_is_importable)
       98    0.000    0.000    0.000    0.000 values.py:1040(dereferenceable)
       30    0.000    0.000    0.000    0.000 models.py:139(<genexpr>)
     11/1    0.000    0.000    0.000    0.000 controlflow.py:638(_dfs_rec)
       48    0.000    0.000    0.000    0.000 bytecode.py:254(label_marker)
        2    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       50    0.000    0.000    0.000    0.000 utils.py:361(__getitem__)
        4    0.000    0.000    0.000    0.000 containers.py:34(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1025(seed_type)
        9    0.000    0.000    0.000    0.000 module.py:215(__init__)
       66    0.000    0.000    0.000    0.000 misc.py:144(key)
       12    0.000    0.000    0.000    0.000 npydecl.py:191(ufunc)
        1    0.000    0.000    0.000    0.000 dispatcher.py:339(add_overload)
        1    0.000    0.000    0.000    0.000 base.py:800(<listcomp>)
       36    0.000    0.000    0.000    0.000 types.py:440(__init__)
        1    0.000    0.000    0.000    0.000 byteflow.py:605(_op_POP_JUMP_IF)
        3    0.000    0.000    0.000    0.000 typeinfer.py:1382(<listcomp>)
       89    0.000    0.000    0.000    0.000 ffi.py:304(_dispose)
       28    0.000    0.000    0.000    0.000 base.py:55(_select_compatible)
       43    0.000    0.000    0.000    0.000 ssa.py:345(<listcomp>)
       41    0.000    0.000    0.000    0.000 byteflow.py:36(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:960(__init__)
        8    0.000    0.000    0.000    0.000 enumdecl.py:39(generic)
        2    0.000    0.000    0.000    0.000 base.py:655(get_returned_value)
        6    0.000    0.000    0.000    0.000 setdecl.py:168(generic)
       44    0.000    0.000    0.000    0.000 os.py:698(__iter__)
        3    0.000    0.000    0.000    0.000 byteflow.py:370(op_STORE_FAST)
        6    0.000    0.000    0.000    0.000 arraydecl.py:116(check_contiguity)
        8    0.000    0.000    0.000    0.000 typeinfer.py:779(<genexpr>)
       67    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       27    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       52    0.000    0.000    0.000    0.000 ir.py:265(get)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
        2    0.000    0.000    0.000    0.000 ir.py:513(static_getitem)
        1    0.000    0.000    0.000    0.000 target_extension.py:75(resolve_dispatcher_from_str)
        2    0.000    0.000    0.000    0.000 types.py:555(_to_string)
       47    0.000    0.000    0.000    0.000 templates.py:54(recvr)
        1    0.000    0.000    0.000    0.000 arrayobj.py:168(normalize_indices)
       34    0.000    0.000    0.000    0.000 _utils.py:64(set_metadata)
       20    0.000    0.000    0.000    0.000 values.py:615(__hash__)
       10    0.000    0.000    0.000    0.000 byteflow.py:1455(get_outgoing_edgepushed)
       13    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
        2    0.000    0.000    0.000    0.000 typeinfer.py:242(<listcomp>)
       69    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ssa.py:155(<setcomp>)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 compiler.py:292(compile_result)
       25    0.000    0.000    0.000    0.000 compiler_machinery.py:69(analysis)
        2    0.000    0.000    0.000    0.000 ir.py:488(getattr)
       10    0.000    0.000    0.000    0.000 inline_closurecall.py:1466(__init__)
       31    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
       25    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
       67    0.000    0.000    0.000    0.000 inspect.py:2687(name)
       32    0.000    0.000    0.000    0.000 numpy_support.py:384(<genexpr>)
       15    0.000    0.000    0.000    0.000 typeinfer.py:562(__init__)
       15    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       10    0.000    0.000    0.000    0.000 lowering.py:426(post_block)
       25    0.000    0.000    0.000    0.000 controlflow.py:132(set_entry_point)
        1    0.000    0.000    0.000    0.000 byteflow.py:644(op_RETURN_VALUE)
        1    0.000    0.000    0.000    0.000 cpu.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:513(<listcomp>)
        1    0.000    0.000    0.000    0.000 analysis.py:702(must_use_alloca)
        1    0.000    0.000    0.000    0.000 base.py:391(insert_user_function)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
       22    0.000    0.000    0.000    0.000 types.py:461(gep)
        2    0.000    0.000    0.000    0.000 types.py:505(structure_repr)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1062(_get_dispatcher_for_current_target)
        2    0.000    0.000    0.000    0.000 ffi.py:345(__hash__)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:195(_lookup_module_and_qualname)
        5    0.000    0.000    0.000    0.000 ffi.py:236(__str__)
       11    0.000    0.000    0.000    0.000 abstract.py:27(_on_type_disposal)
       35    0.000    0.000    0.000    0.000 ir_utils.py:1513(require)
        4    0.000    0.000    0.000    0.000 pythonapi.py:1315(get_null_object)
        1    0.000    0.000    0.000    0.000 interpreter.py:2348(op_STORE_SUBSCR)
        6    0.000    0.000    0.000    0.000 builtins.py:553(generic)
        1    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       30    0.000    0.000    0.000    0.000 ir.py:1268(is_terminated)
       60    0.000    0.000    0.000    0.000 cgutils.py:234(_cast_member_from_value)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:182(_inline_stencil)
        9    0.000    0.000    0.000    0.000 ffi.py:319(__enter__)
       39    0.000    0.000    0.000    0.000 instructions.py:144(<listcomp>)
       11    0.000    0.000    0.000    0.000 abstract.py:19(_autoincr)
        6    0.000    0.000    0.000    0.000 ir.py:843(__str__)
       69    0.000    0.000    0.000    0.000 context.py:617(<lambda>)
       10    0.000    0.000    0.000    0.000 interpreter.py:45(__init__)
       49    0.000    0.000    0.000    0.000 byteflow.py:1536(backbone)
        6    0.000    0.000    0.000    0.000 collections.py:56(generic)
       64    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 _internal.py:250(__init__)
        7    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
       56    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 ir.py:390(binop)
        1    0.000    0.000    0.000    0.000 functions.py:524(__init__)
        1    0.000    0.000    0.000    0.000 interpreter.py:1284(__init__)
       11    0.000    0.000    0.000    0.000 byteflow.py:1544(iterliveblocks)
        6    0.000    0.000    0.000    0.000 listdecl.py:167(generic)
        1    0.000    0.000    0.000    0.000 utils.py:354(__init__)
       49    0.000    0.000    0.000    0.000 cgutils.py:231(_cast_member_to_value)
       36    0.000    0.000    0.000    0.000 instructions.py:344(<genexpr>)
       18    0.000    0.000    0.000    0.000 ir.py:577(<genexpr>)
        6    0.000    0.000    0.000    0.000 ir.py:981(__str__)
        2    0.000    0.000    0.000    0.000 builtins.py:939(generic)
       39    0.000    0.000    0.000    0.000 value.py:119(is_global)
        1    0.000    0.000    0.000    0.000 types.py:175(_to_string)
        7    0.000    0.000    0.000    0.000 values.py:685(_get_reference)
       37    0.000    0.000    0.000    0.000 targetconfig.py:252(_guard_option)
       30    0.000    0.000    0.000    0.000 ssa.py:112(<listcomp>)
       18    0.000    0.000    0.000    0.000 ntpath.py:35(_get_bothseps)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
        1    0.000    0.000    0.000    0.000 cpu.py:164(post_lowering)
        2    0.000    0.000    0.000    0.000 typeinfer.py:748(_refine_target_type)
       44    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
       57    0.000    0.000    0.000    0.000 types.py:105(_to_string)
       33    0.000    0.000    0.000    0.000 compiler.py:374(__setattr__)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:227(_debug_init)
        1    0.000    0.000    0.000    0.000 target_extension.py:70(resolve_target_str)
       10    0.000    0.000    0.000    0.000 inline_closurecall.py:1459(State)
       10    0.000    0.000    0.000    0.000 values.py:606(__eq__)
        2    0.000    0.000    0.000    0.000 models.py:343(inner_models)
        2    0.000    0.000    0.000    0.000 event.py:182(register)
        8    0.000    0.000    0.000    0.000 typeinfer.py:244(<genexpr>)
       66    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       12    0.000    0.000    0.000    0.000 ir.py:823(__str__)
        2    0.000    0.000    0.000    0.000 ir.py:1093(__init__)
        1    0.000    0.000    0.000    0.000 context.py:94(match)
        2    0.000    0.000    0.000    0.000 interpreter.py:2571(op_JUMP_ABSOLUTE)
       58    0.000    0.000    0.000    0.000 byteflow.py:1555(<genexpr>)
       16    0.000    0.000    0.000    0.000 base.py:1134(active_code_library)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        8    0.000    0.000    0.000    0.000 values.py:384(inttoptr)
        5    0.000    0.000    0.000    0.000 numpy_support.py:222(map_layout)
        1    0.000    0.000    0.000    0.000 ir_utils.py:2129(warn_deprecated)
       40    0.000    0.000    0.000    0.000 controlflow.py:474(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:339(nrt)
        2    0.000    0.000    0.000    0.000 event.py:195(unregister)
        1    0.000    0.000    0.000    0.000 arrayobj.py:174(<listcomp>)
       52    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 ir.py:1327(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1325(_unify_return_types)
       39    0.000    0.000    0.000    0.000 instructions.py:146(<listcomp>)
        2    0.000    0.000    0.000    0.000 ir.py:466(getiter)
        1    0.000    0.000    0.000    0.000 byteflow.py:629(op_JUMP_FORWARD)
       48    0.000    0.000    0.000    0.000 byteflow.py:1297(has_terminated)
        8    0.000    0.000    0.000    0.000 arrayprint.py:72(<dictcomp>)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        2    0.000    0.000    0.000    0.000 ir.py:473(iternext)
       22    0.000    0.000    0.000    0.000 typeinfer.py:118(get)
        3    0.000    0.000    0.000    0.000 contextlib.py:509(_push_cm_exit)
       43    0.000    0.000    0.000    0.000 types.py:70(wrap_constant_value)
       15    0.000    0.000    0.000    0.000 utils.py:246(__len__)
        6    0.000    0.000    0.000    0.000 ir.py:63(__str__)
        9    0.000    0.000    0.000    0.000 targetconfig.py:72(top)
        8    0.000    0.000    0.000    0.000 targetconfig.py:114(setter)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:600(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:459(pair_second)
        2    0.000    0.000    0.000    0.000 interpreter.py:2158(<listcomp>)
        1    0.000    0.000    0.000    0.000 byteflow.py:799(op_STORE_SUBSCR)
       52    0.000    0.000    0.000    0.000 byteflow.py:1241(pc_initial)
       26    0.000    0.000    0.000    0.000 typeinfer.py:514(<listcomp>)
       10    0.000    0.000    0.000    0.000 types.py:294(__eq__)
        4    0.000    0.000    0.000    0.000 builder.py:218(position_before)
        1    0.000    0.000    0.000    0.000 extending.py:573(is_jitted)
        2    0.000    0.000    0.000    0.000 ir.py:453(pair_first)
        1    0.000    0.000    0.000    0.000 context.py:76(finditer)
       10    0.000    0.000    0.000    0.000 byteflow.py:1464(<dictcomp>)
       56    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        4    0.000    0.000    0.000    0.000 ir.py:999(__init__)
        3    0.000    0.000    0.000    0.000 ir.py:1288(insert_before_terminator)
        2    0.000    0.000    0.000    0.000 lowering.py:712(cast_result)
        1    0.000    0.000    0.000    0.000 lowering.py:1303(<listcomp>)
        2    0.000    0.000    0.000    0.000 typeinfer.py:455(__init__)
       26    0.000    0.000    0.000    0.000 instructions.py:298(cond)
       33    0.000    0.000    0.000    0.000 utils.py:369(<genexpr>)
        1    0.000    0.000    0.000    0.000 controlflow.py:197(_exit_points)
       25    0.000    0.000    0.000    0.000 compiler_machinery.py:91(run_finalizer)
       30    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        9    0.000    0.000    0.000    0.000 module.py:132(get_global)
        1    0.000    0.000    0.000    0.000 context.py:494(insert_global)
        2    0.000    0.000    0.000    0.000 cgutils.py:464(if_likely)
       48    0.000    0.000    0.000    0.000 compiler_machinery.py:143(get_required_set)
       39    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 utils.py:249(enter)
       15    0.000    0.000    0.000    0.000 inline_closurecall.py:784(_make_debug_print)
        7    0.000    0.000    0.000    0.000 ntpath.py:750(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:301(isgeneratorfunction)
        1    0.000    0.000    0.000    0.000 interpreter.py:2363(<listcomp>)
        1    0.000    0.000    0.000    0.000 byteflow.py:287(op_NOP)
       16    0.000    0.000    0.000    0.000 entrypoints.py:23(init_all)
        1    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:616(__repr__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:927(cb_llvm)
        1    0.000    0.000    0.000    0.000 base.py:661(get_return_value)
       26    0.000    0.000    0.000    0.000 typeinfer.py:516(<listcomp>)
